"newCohortId","newCohortName","databaseName","N","SUM_OT_YEARS","AVG_OT","STDDEV_OT","MIN_OT","P10_OT","P25_OT","P50_OT","P75_OT","P90_OT","MAX_OT","SUM_ITT_YEARS","AVG_ITT","STDDEV_ITT","MIN_ITT","P10_ITT","P25_ITT","P50_ITT","P75_ITT","P90_ITT","MAX_ITT"
1140615,"Female dabigatran new users with prior venous thromboembolism: 15 follow-up gap days","IBM MDCD",89,23.148528,95,109.600099535456,0,29,29,54,129,215,622,172.703627,708,586.668832215027,9,65,337,564,990,1501,2686
1140630,"Female dabigatran new users with prior venous thromboembolism: 30 follow-up gap days","IBM MDCD",89,36.301163,148,203.784254093754,9,29,29,78,172,387,1227,172.703627,708,586.668832215027,9,65,337,564,990,1501,2686
1140703,"Female warfarin new users with prior venous thromboembolism: 3 follow-up gap days","IBM MDCD",9284,2085.240246,82,99.3542779779967,0,28,29,52,97,179,2639,23938.806297,941,775.516181456481,0,94,299,739,1408,2193,2995
1140707,"Female warfarin new users with prior venous thromboembolism: 7 follow-up gap days","IBM MDCD",9284,2085.240246,82,99.3542779779967,0,28,29,52,97,179,2639,23938.806297,941,775.516181456481,0,94,299,739,1408,2193,2995
1140715,"Female warfarin new users with prior venous thromboembolism: 15 follow-up gap days","IBM MDCD",9284,2085.240246,82,99.3542779779967,0,28,29,52,97,179,2639,23938.806297,941,775.516181456481,0,94,299,739,1408,2193,2995
1140730,"Female warfarin new users with prior venous thromboembolism: 30 follow-up gap days","IBM MDCD",9284,2085.240246,82,99.3542779779967,0,28,29,52,97,179,2639,23938.806297,941,775.516181456481,0,94,299,739,1408,2193,2995
1141203,"Female rivaroxaban new users with prior knee or hip replacement surgery: 3 follow-up gap days","IBM MDCD",2492,116.843258,17,12.4189170559222,0,9,10,13,24,29,227,5966.11362,874,653.805083460811,0,150,347,719,1234,1941,2646
1141207,"Female rivaroxaban new users with prior knee or hip replacement surgery: 7 follow-up gap days","IBM MDCD",2492,120.109514,17,16.1816251114088,0,9,10,13,24,29,468,5966.11362,874,653.805083460811,0,150,347,719,1234,1941,2646
1141215,"Female rivaroxaban new users with prior knee or hip replacement surgery: 15 follow-up gap days","IBM MDCD",2492,124.906228,18,21.4079728686521,0,9,10,13,25,29,564,5966.11362,874,653.805083460811,0,150,347,719,1234,1941,2646
1141230,"Female rivaroxaban new users with prior knee or hip replacement surgery: 30 follow-up gap days","IBM MDCD",2492,128.90349,18,23.7547823724963,0,9,10,13,26,29,564,5966.11362,874,653.805083460811,0,150,347,719,1234,1941,2646
1141303,"Female apixaban new users with prior knee or hip replacement surgery: 3 follow-up gap days","IBM MDCD",390,19.956194,18,13.1914378804249,0,9,11,13,29,29,112,547.937029,513,368.670297028587,1,78,227,431,772,1083,1529
1141307,"Female apixaban new users with prior knee or hip replacement surgery: 7 follow-up gap days","IBM MDCD",390,20.410677,19,15.9154100432247,0,9,11,13,29,29,175,547.937029,513,368.670297028587,1,78,227,431,772,1083,1529
1141315,"Female apixaban new users with prior knee or hip replacement surgery: 15 follow-up gap days","IBM MDCD",390,21.215605,19,19.3723049054625,0,9,11,13,29,29,230,547.937029,513,368.670297028587,1,78,227,431,772,1083,1529
1141330,"Female apixaban new users with prior knee or hip replacement surgery: 30 follow-up gap days","IBM MDCD",390,21.475701,20,19.5582996338957,0,9,11,13,29,29,230,547.937029,513,368.670297028587,1,78,227,431,772,1083,1529
1141403,"Female dabigatran new users with prior knee or hip replacement surgery: 3 follow-up gap days","IBM MDCD",2,0.114989,21,11.3137084989848,13,13,13,13,29,29,29,6.77618,1237,1709.07709012789,29,29,29,29,2446,2446,2446
1141407,"Female dabigatran new users with prior knee or hip replacement surgery: 7 follow-up gap days","IBM MDCD",2,0.114989,21,11.3137084989848,13,13,13,13,29,29,29,6.77618,1237,1709.07709012789,29,29,29,29,2446,2446,2446
1141415,"Female dabigatran new users with prior knee or hip replacement surgery: 15 follow-up gap days","IBM MDCD",2,0.114989,21,11.3137084989848,13,13,13,13,29,29,29,6.77618,1237,1709.07709012789,29,29,29,29,2446,2446,2446
1141430,"Female dabigatran new users with prior knee or hip replacement surgery: 30 follow-up gap days","IBM MDCD",2,0.114989,21,11.3137084989848,13,13,13,13,29,29,29,6.77618,1237,1709.07709012789,29,29,29,29,2446,2446,2446
1141503,"Female warfarin new users with prior knee or hip replacement surgery: 3 follow-up gap days","IBM MDCD",1948,161.152635,30,20.6553145817901,0,13,20,29,29,48,356,7076.038329,1326,880.810930506738,6,207,551,1172,2110,2600,2995
1141507,"Female warfarin new users with prior knee or hip replacement surgery: 7 follow-up gap days","IBM MDCD",1948,161.152635,30,20.6553145817901,0,13,20,29,29,48,356,7076.038329,1326,880.810930506738,6,207,551,1172,2110,2600,2995
1141515,"Female warfarin new users with prior knee or hip replacement surgery: 15 follow-up gap days","IBM MDCD",1948,161.152635,30,20.6553145817901,0,13,20,29,29,48,356,7076.038329,1326,880.810930506738,6,207,551,1172,2110,2600,2995
1141530,"Female warfarin new users with prior knee or hip replacement surgery: 30 follow-up gap days","IBM MDCD",1948,161.152635,30,20.6553145817901,0,13,20,29,29,48,356,7076.038329,1326,880.810930506738,6,207,551,1172,2110,2600,2995
1140003,"Female rivaroxaban new users with prior non-valvular atrial fibrillation: 3 follow-up gap days","Optum SES",21863,6496.186173,108,124.367597133233,0,30,30,61,140,257,2252,48814.182067,815,609.365694093647,0,172,338,656,1171,1774,2756
1140007,"Female rivaroxaban new users with prior non-valvular atrial fibrillation: 7 follow-up gap days","Optum SES",21863,9511.268993,158,198.747590127201,0,30,30,90,205,380,2410,48814.182067,815,609.365694093647,0,172,338,656,1171,1774,2756
1140015,"Female rivaroxaban new users with prior non-valvular atrial fibrillation: 15 follow-up gap days","Optum SES",21863,13605.278576,227,284.022090955733,0,30,30,118,299,562,2664,48814.182067,815,609.365694093647,0,172,338,656,1171,1774,2756
1140030,"Female rivaroxaban new users with prior non-valvular atrial fibrillation: 30 follow-up gap days","Optum SES",21863,18361.242984,306,368.056736731358,0,30,57,178,410,772,2664,48814.182067,815,609.365694093647,0,172,338,656,1171,1774,2756
1140103,"Female apixaban new users with prior non-valvular atrial fibrillation: 3 follow-up gap days","Optum SES",39618,11941.552361,110,122.370852869176,0,30,30,62,144,256,1917,67242.496919,619,430.145871126402,0,178,292,514,858,1252,2328
1140107,"Female apixaban new users with prior non-valvular atrial fibrillation: 7 follow-up gap days","Optum SES",39618,17565.130732,161,188.381885050067,0,30,30,90,216,388,1917,67242.496919,619,430.145871126402,0,178,292,514,858,1252,2328
1140115,"Female apixaban new users with prior non-valvular atrial fibrillation: 15 follow-up gap days","Optum SES",39618,24921.193702,229,259.332569344226,0,30,42,139,313,555,2188,67242.496919,619,430.145871126402,0,178,292,514,858,1252,2328
1140130,"Female apixaban new users with prior non-valvular atrial fibrillation: 30 follow-up gap days","Optum SES",39618,32942.250513,303,317.988244175879,0,30,69,205,422,730,2257,67242.496919,619,430.145871126402,0,178,292,514,858,1252,2328
1140203,"Female dabigatran new users with prior non-valvular atrial fibrillation: 3 follow-up gap days","Optum SES",7518,1866.683093,90,111.056935973137,0,30,30,54,95,202,1276,23325.278576,1133,849.641184131095,0,184,449,896,1744,2553,3148
1140207,"Female dabigatran new users with prior non-valvular atrial fibrillation: 7 follow-up gap days","Optum SES",7518,2850.477754,138,192.640849098644,0,30,30,64,162,348,2271,23325.278576,1133,849.641184131095,0,184,449,896,1744,2553,3148
1140215,"Female dabigatran new users with prior non-valvular atrial fibrillation: 15 follow-up gap days","Optum SES",7518,4313.127994,209,298.096822332501,0,30,30,90,254,537,2959,23325.278576,1133,849.641184131095,0,184,449,896,1744,2553,3148
1140230,"Female dabigatran new users with prior non-valvular atrial fibrillation: 30 follow-up gap days","Optum SES",7518,6176.076659,300,409.321211422295,0,30,30,130,385,792,2966,23325.278576,1133,849.641184131095,0,184,449,896,1744,2553,3148
1140303,"Female warfarin new users with prior non-valvular atrial fibrillation: 3 follow-up gap days","Optum SES",41219,15247.405886,135,173.46497002479,0,30,30,83,161,320,2541,115723.657768,1025,786.0484154025,0,152,402,827,1498,2278,3176
1140307,"Female warfarin new users with prior non-valvular atrial fibrillation: 7 follow-up gap days","Optum SES",41219,15247.405886,135,173.46497002479,0,30,30,83,161,320,2541,115723.657768,1025,786.0484154025,0,152,402,827,1498,2278,3176
1140315,"Female warfarin new users with prior non-valvular atrial fibrillation: 15 follow-up gap days","Optum SES",41219,15247.405886,135,173.46497002479,0,30,30,83,161,320,2541,115723.657768,1025,786.0484154025,0,152,402,827,1498,2278,3176
1140330,"Female warfarin new users with prior non-valvular atrial fibrillation: 30 follow-up gap days","Optum SES",41219,15247.405886,135,173.46497002479,0,30,30,83,161,320,2541,115723.657768,1025,786.0484154025,0,152,402,827,1498,2278,3176
1140403,"Female rivaroxaban new users with prior venous thromboembolism: 3 follow-up gap days","Optum SES",14489,2971.430527,74,84.632123802877,0,21,30,44,90,170,1670,26312.314852,663,523.30931289959,0,107,255,521,949,1461,2699
1140407,"Female rivaroxaban new users with prior venous thromboembolism: 7 follow-up gap days","Optum SES",14489,4059.603011,102,126.4543921728,0,21,30,58,127,224,2231,26312.314852,663,523.30931289959,0,107,255,521,949,1461,2699
1140415,"Female rivaroxaban new users with prior venous thromboembolism: 15 follow-up gap days","Optum SES",14489,5666.85284,142,185.866883770764,0,21,30,87,181,321,2329,26312.314852,663,523.30931289959,0,107,255,521,949,1461,2699
1140430,"Female rivaroxaban new users with prior venous thromboembolism: 30 follow-up gap days","Optum SES",14489,7454.212183,187,236.77642308052,0,22,44,112,219,425,2340,26312.314852,663,523.30931289959,0,107,255,521,949,1461,2699
1140503,"Female apixaban new users with prior venous thromboembolism: 3 follow-up gap days","Optum SES",10020,2339.537303,85,87.2096563679122,0,26,30,57,111,188,930,13497.522245,492,344.056835029402,0,110,237,411,681,989,2174
1140507,"Female apixaban new users with prior venous thromboembolism: 7 follow-up gap days","Optum SES",10020,3158.4449,115,122.408620628924,0,30,30,79,158,254,1479,13497.522245,492,344.056835029402,0,110,237,411,681,989,2174
1140515,"Female apixaban new users with prior venous thromboembolism: 15 follow-up gap days","Optum SES",10020,4190.95414,152,167.522380712676,0,30,30,96,199,343,1640,13497.522245,492,344.056835029402,0,110,237,411,681,989,2174
1140530,"Female apixaban new users with prior venous thromboembolism: 30 follow-up gap days","Optum SES",10020,5223.047227,190,202.272722619639,0,30,55,130,244,431,1703,13497.522245,492,344.056835029402,0,110,237,411,681,989,2174
1140603,"Female dabigatran new users with prior venous thromboembolism: 3 follow-up gap days","Optum SES",434,83.764544,70,65.0042899771633,0,30,30,33,89,163,429,784.049281,659,498.8400308298,0,104,293,541,955,1259,2754
1140607,"Female dabigatran new users with prior venous thromboembolism: 7 follow-up gap days","Optum SES",434,115.364818,97,100.797644398954,0,30,30,60,144,214,879,784.049281,659,498.8400308298,0,104,293,541,955,1259,2754
1140615,"Female dabigatran new users with prior venous thromboembolism: 15 follow-up gap days","Optum SES",434,149.420944,125,140.398123498181,0,30,30,85,169,266,879,784.049281,659,498.8400308298,0,104,293,541,955,1259,2754
1140630,"Female dabigatran new users with prior venous thromboembolism: 30 follow-up gap days","Optum SES",434,191.014373,160,186.84958388788,0,30,30,93,192,370,1393,784.049281,659,498.8400308298,0,104,293,541,955,1259,2754
1140703,"Female warfarin new users with prior venous thromboembolism: 3 follow-up gap days","Optum SES",30396,9020.629705,108,125.891753807247,0,30,30,67,135,230,2416,80447.690622,966,807.071920452839,0,102,305,740,1467,2262,3176
1140707,"Female warfarin new users with prior venous thromboembolism: 7 follow-up gap days","Optum SES",30396,9020.629705,108,125.891753807247,0,30,30,67,135,230,2416,80447.690622,966,807.071920452839,0,102,305,740,1467,2262,3176
1140715,"Female warfarin new users with prior venous thromboembolism: 15 follow-up gap days","Optum SES",30396,9020.629705,108,125.891753807247,0,30,30,67,135,230,2416,80447.690622,966,807.071920452839,0,102,305,740,1467,2262,3176
1140730,"Female warfarin new users with prior venous thromboembolism: 30 follow-up gap days","Optum SES",30396,9020.629705,108,125.891753807247,0,30,30,67,135,230,2416,80447.690622,966,807.071920452839,0,102,305,740,1467,2262,3176
1141203,"Female rivaroxaban new users with prior knee or hip replacement surgery: 3 follow-up gap days","Optum SES",14675,714.280629,17,11.440869804414,0,9,10,14,27,30,419,37091.540041,923,714.48626251052,0,154,342,714,1409,2050,2879
1141207,"Female rivaroxaban new users with prior knee or hip replacement surgery: 7 follow-up gap days","Optum SES",14675,721.374401,17,13.5221502716872,0,9,10,14,28,30,786,37091.540041,923,714.48626251052,0,154,342,714,1409,2050,2879
1141215,"Female rivaroxaban new users with prior knee or hip replacement surgery: 15 follow-up gap days","Optum SES",14675,732.194387,18,15.9736756581499,0,9,10,14,28,30,786,37091.540041,923,714.48626251052,0,154,342,714,1409,2050,2879
1141230,"Female rivaroxaban new users with prior knee or hip replacement surgery: 30 follow-up gap days","Optum SES",14675,752.271047,18,19.9519626571458,0,9,10,14,28,30,1011,37091.540041,923,714.48626251052,0,154,342,714,1409,2050,2879
1141303,"Female apixaban new users with prior knee or hip replacement surgery: 3 follow-up gap days","Optum SES",2473,135.293634,19,19.1920461329026,0,10,12,14,30,30,632,3636.947296,537,365.778403275058,0,184,274,435,718,1071,1817
1141307,"Female apixaban new users with prior knee or hip replacement surgery: 7 follow-up gap days","Optum SES",2473,136.164271,20,19.3389712694757,0,10,12,14,30,30,632,3636.947296,537,365.778403275058,0,184,274,435,718,1071,1817
1141315,"Female apixaban new users with prior knee or hip replacement surgery: 15 follow-up gap days","Optum SES",2473,139.652292,20,22.8117118238991,0,10,12,14,30,30,632,3636.947296,537,365.778403275058,0,184,274,435,718,1071,1817
1141330,"Female apixaban new users with prior knee or hip replacement surgery: 30 follow-up gap days","Optum SES",2473,144.487337,21,25.2218553996435,0,10,12,14,30,30,632,3636.947296,537,365.778403275058,0,184,274,435,718,1071,1817
1141403,"Female dabigatran new users with prior knee or hip replacement surgery: 3 follow-up gap days","Optum SES",11,0.82683,27,11.0486527356383,10,14,21,30,30,30,53,35.460643,1177,886.793478058602,189,345,514,864,2055,2113,3039
1141407,"Female dabigatran new users with prior knee or hip replacement surgery: 7 follow-up gap days","Optum SES",11,0.82683,27,11.0486527356383,10,14,21,30,30,30,53,35.460643,1177,886.793478058602,189,345,514,864,2055,2113,3039
1141415,"Female dabigatran new users with prior knee or hip replacement surgery: 15 follow-up gap days","Optum SES",11,0.928131,30,16.0612464137637,10,14,21,30,30,53,66,35.460643,1177,886.793478058602,189,345,514,864,2055,2113,3039
1141430,"Female dabigatran new users with prior knee or hip replacement surgery: 30 follow-up gap days","Optum SES",11,0.928131,30,16.0612464137637,10,14,21,30,30,53,66,35.460643,1177,886.793478058602,189,345,514,864,2055,2113,3039
1141503,"Female warfarin new users with prior knee or hip replacement surgery: 3 follow-up gap days","Optum SES",18874,1574.532511,30,20.4139692518528,0,13,20,30,30,50,874,61552.82683,1191,873.407300260598,0,183,450,985,1837,2561,3176
1141507,"Female warfarin new users with prior knee or hip replacement surgery: 7 follow-up gap days","Optum SES",18874,1574.532511,30,20.4139692518528,0,13,20,30,30,50,874,61552.82683,1191,873.407300260598,0,183,450,985,1837,2561,3176
1141515,"Female warfarin new users with prior knee or hip replacement surgery: 15 follow-up gap days","Optum SES",18874,1574.532511,30,20.4139692518528,0,13,20,30,30,50,874,61552.82683,1191,873.407300260598,0,183,450,985,1837,2561,3176
1141530,"Female warfarin new users with prior knee or hip replacement surgery: 30 follow-up gap days","Optum SES",18874,1574.532511,30,20.4139692518528,0,13,20,30,30,50,874,61552.82683,1191,873.407300260598,0,183,450,985,1837,2561,3176
